"","Participant","Demo_country","Demo_lang1","Demo_lang2","Demo_lang3","Demo_moral_reason","Demo_religion","Demo_lang4","Demo_rightwrong","Demo_gender","Label","TrialType","Group","Number","Valence","R1A","R2","R3","R4","R5","R6"
"1020",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase1","test","B","2","Pos","Somewhat wrong","Maybe there is a correct answer","Some of them would disagree with me","Somewhat difficult",NA,NA
"1021",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","13","none","Very right","Probably there is a correct answer","Some of them would disagree with me","Somewhat difficult",NA,NA
"1022",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","1","none","Somewhat wrong","Maybe no correct answer","Some of them would disagree with me","Somewhat difficult",NA,NA
"1023",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","2","none","Somewhat wrong","Maybe there is a correct answer","Some of them would agree with me","Somewhat difficult",NA,NA
"1024",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","10","none","Somewhat right","Maybe there is a correct answer","Some of them would disagree with me","Very difficult",NA,NA
"1025",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","5","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1026",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","12","none","Wrong","Probably there is a correct answer","Some of them would agree with me","Very difficult",NA,NA
"1027",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","3","none","Wrong","Maybe there is a correct answer","Some of them would agree with me","Somewhat difficult",NA,NA
"1028",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","11","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1029",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","7","none","Somewhat wrong","Maybe there is a correct answer","Some of them would agree with me","Somewhat difficult",NA,NA
"1030",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","9","none","Wrong","Probably there is a correct answer","Most of them would agree with me","Very difficult",NA,NA
"1031",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","6","none","Wrong","Probably there is a correct answer","Most of them would agree with me","Very difficult",NA,NA
"1032",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","8","none","Very wrong","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"1033",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","14","none","Wrong","Probably there is a correct answer","Some of them would agree with me","A little difficult",NA,NA
"1034",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","fillers","filler","none","4","none","Very right","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1035",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","7","Neg",NA,NA,NA,NA,"Neither of us needs to be mistaken","Mildly uncomfortable"
"1036",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","5","Neg",NA,NA,NA,NA,"The other person is likely mistaken","Very uncomfortable"
"1037",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","2","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly comfortable"
"1038",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","10","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly comfortable"
"1039",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","9","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"1040",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","3","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"1041",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","4","Pos",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"1042",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","1","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"1043",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","8","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly uncomfortable"
"1044",34,"US","English","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked","unchecked","yes","man","test_phase2","test","B","6","Pos",NA,NA,NA,NA,"The other person is likely mistaken","Mildly comfortable"
"1045",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","practice","1","NULL","none","none","Wrong","Maybe there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"1046",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","practice","2","NULL","none","none","Wrong","Probably no correct answer","Some of them would disagree with me","A little difficult",NA,NA
"1047",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","3","Neg","Very wrong","Probably there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1048",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","4","Pos","Very right","Definitely no correct answer","Almost everyone would agree with me","Somewhat easy",NA,NA
"1049",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","8","Pos","Somewhat right","Probably no correct answer","Some of them would disagree with me","A little easy",NA,NA
"1050",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","9","Neg","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1051",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","10","Pos","Right","Probably no correct answer","Some of them would agree with me","Very easy",NA,NA
"1052",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","1","Neg","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1053",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","2","Pos","Wrong","Probably there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"1054",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","6","Pos","Very right","Definitely no correct answer","Almost everyone would agree with me","Somewhat easy",NA,NA
"1055",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","7","Neg","Somewhat wrong","Maybe there is a correct answer","Some of them would disagree with me","Somewhat difficult",NA,NA
"1056",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase1","test","B","5","Neg","Wrong","Probably there is a correct answer","Some of them would disagree with me","Very easy",NA,NA
"1057",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","5","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1058",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","10","none","Very wrong","Definitely there is a correct answer","Some of them would disagree with me","Somewhat easy",NA,NA
"1059",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","3","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1060",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","13","none","Very right","Probably no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1061",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","14","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1062",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","11","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1063",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","12","none","Right","Maybe no correct answer","Some of them would disagree with me","Very difficult",NA,NA
"1064",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","9","none","Very right","Maybe there is a correct answer","Some of them would disagree with me","A little difficult",NA,NA
"1065",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","1","none","Somewhat right","Maybe there is a correct answer","Some of them would disagree with me","A little difficult",NA,NA
"1066",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","6","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1067",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","8","none","Wrong","Definitely there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"1068",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","2","none","Wrong","Maybe there is a correct answer","Some of them would agree with me","A little easy",NA,NA
"1069",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","7","none","Wrong","Definitely there is a correct answer","Some of them would agree with me","A little difficult",NA,NA
"1070",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","fillers","filler","none","4","none","Very right","Definitely no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1071",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","4","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"1072",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","2","Pos",NA,NA,NA,NA,"The other person is maybe mistaken","Mildly comfortable"
"1073",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","6","Pos",NA,NA,NA,NA,"The other person is likely mistaken","Mildly uncomfortable"
"1074",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","8","Pos",NA,NA,NA,NA,"Neither of us needs to be mistaken","Very comfortable"
"1075",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","7","Neg",NA,NA,NA,NA,"Neither of us needs to be mistaken","Mildly comfortable"
"1076",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","10","Pos",NA,NA,NA,NA,"The other person is maybe mistaken","Very comfortable"
"1077",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","9","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"1078",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","3","Neg",NA,NA,NA,NA,"The other person is maybe mistaken","Very comfortable"
"1079",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","1","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"1080",38,"United States","English ","English ","English ","unchecked;checked;unchecked;unchecked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","notsure","woman","test_phase2","test","B","5","Neg",NA,NA,NA,NA,"The other person is maybe mistaken","Mildly comfortable"
"1081",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","practice","1","NULL","none","none","Somewhat wrong","Maybe no correct answer","Most of them would agree with me","Somewhat difficult",NA,NA
"1082",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","practice","2","NULL","none","none","Wrong","Maybe there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"1083",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","9","Neg","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1084",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","5","Neg","Somewhat right","Probably no correct answer","Some of them would agree with me","A little difficult",NA,NA
"1085",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","10","Pos","Very right","Probably there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"1086",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","3","Neg","Wrong","Maybe there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"1087",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","4","Pos","Very right","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1088",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","7","Neg","Right","Definitely no correct answer","Some of them would agree with me","A little difficult",NA,NA
"1089",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","2","Pos","Right","Definitely no correct answer","Some of them would agree with me","A little easy",NA,NA
"1090",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","6","Pos","Somewhat right","Probably there is a correct answer","Some of them would agree with me","A little difficult",NA,NA
"1091",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","8","Pos","Very right","Maybe no correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"1092",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase1","test","B","1","Neg","Wrong","Probably there is a correct answer","Most of them would agree with me","Somewhat difficult",NA,NA
"1093",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","4","none","Very right","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1094",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","8","none","Somewhat right","Maybe there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"1095",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","5","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1096",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","2","none","Somewhat right","Maybe there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"1097",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","10","none","Somewhat right","Probably no correct answer","Some of them would disagree with me","A little easy",NA,NA
"1098",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","6","none","Somewhat right","Maybe there is a correct answer","Some of them would disagree with me","Somewhat easy",NA,NA
"1099",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","7","none","Wrong","Probably there is a correct answer","Most of them would agree with me","A little easy",NA,NA
"1100",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","11","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"1101",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","14","none","Wrong","Maybe no correct answer","Some of them would agree with me","Very difficult",NA,NA
"1102",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","12","none","Somewhat right","Probably no correct answer","Some of them would disagree with me","Somewhat difficult",NA,NA
"1103",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","9","none","Very right","Maybe there is a correct answer","Some of them would agree with me","Very easy",NA,NA
"1104",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","1","none","Somewhat right","Maybe there is a correct answer","Most of them would agree with me","A little easy",NA,NA
"1105",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","13","none","Somewhat right","Maybe there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"1106",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","fillers","filler","none","3","none","Somewhat right","Probably no correct answer","Most of them would disagree with me","A little easy",NA,NA
"1107",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase2","test","B","2","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"1108",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase2","test","B","1","Neg",NA,NA,NA,NA,"The other person is maybe mistaken","Mildly comfortable"
"1109",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase2","test","B","10","Pos",NA,NA,NA,NA,"The other person is maybe mistaken","Mildly comfortable"
"1110",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase2","test","B","5","Neg",NA,NA,NA,NA,"Neither of us needs to be mistaken","Extremely comfortable"
"1111",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase2","test","B","4","Pos",NA,NA,NA,NA,"The other person is clearly mistaken","Mildly uncomfortable"
"1112",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase2","test","B","7","Neg",NA,NA,NA,NA,"Probably neither of us needs to be mistaken","Very comfortable"
"1113",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase2","test","B","9","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Mildly uncomfortable"
"1114",4,"UK","english","polish","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;checked","unchecked","yes","woman","test_phase2","test","B","8","Pos",NA,NA,NA,NA,"Probably neither of us needs to be mistaken","Extremely comfortable"
